,Oversample,Oversample Run Time,Oversample Paramaters,ROC Accuracy for Gradient Boosting,Balanced Test Accuracy for Gradient Boosting,ROC Accuracy for Random Forests,Balanced Test Accuracy for Random Forests,ROC Accuracy for Logistic Regression,Balanced Test Accuracy for Logistic Regression,ROC Accuracy for K Nearest Neighbours,Balanced Test Accuracy for K Nearest Neighbours,Geometric Mean Score for Gradient Boosting,Geometric Mean Score for Random Forest,Geometric Mean Score for Logestic Regression,Geometric Mean Score for K Neighbors
0,AIS,29.953136682510376,"MinChange = 0.005, LOF=True",0.7217068645640075,0.7217068645640075,0.7170686456400742,0.7170686456400742,0.6159554730983302,0.6159554730983302,0.6159554730983302,0.6159554730983302,0.6998542122237652,0.6672848092813054,0.5114641212341614,0.5114641212341614
1,SMOTE,0.008814096450805664,NA,0.7105751391465678,0.7105751391465678,0.7207792207792209,0.7207792207792207,0.4424860853432282,0.4424860853432282,0.5538033395176253,0.5538033395176252,0.7103789262949269,0.7207499701564473,0.4086268239623967,0.5448357652831955
2,BASE,NA,NA,0.6716141001855288,0.6716141001855287,0.7068645640074211,0.7068645640074211,0.5909090909090909,0.5909090909090909,0.6261595547309833,0.6261595547309833,0.5968376775623926,0.6602973412408395,0.4264014327112209,0.5168765907047377
,Oversample,Oversample Run Time,Oversample Paramaters,ROC Accuracy for Gradient Boosting,Balanced Test Accuracy for Gradient Boosting,ROC Accuracy for Random Forests,Balanced Test Accuracy for Random Forests,ROC Accuracy for Logistic Regression,Balanced Test Accuracy for Logistic Regression,ROC Accuracy for K Nearest Neighbours,Balanced Test Accuracy for K Nearest Neighbours,Geometric Mean Score for Gradient Boosting,Geometric Mean Score for Random Forest,Geometric Mean Score for Logestic Regression,Geometric Mean Score for K Neighbors
0,AIS,31.03430438041687,"MinChange = 0.005, LOF=True",0.5768194070080862,0.5768194070080863,0.6239892183288409,0.6239892183288409,0.6954177897574124,0.6954177897574124,0.6334231805929919,0.633423180592992,0.497974333332233,0.5243401706480785,0.6421829348658247,0.529455805648376
1,SMOTE,0.0039997100830078125,NA,0.5633423180592992,0.5633423180592991,0.5633423180592992,0.5633423180592991,0.7964959568733154,0.7964959568733153,0.4730458221024259,0.47304582210242585,0.5469838888514659,0.5469838888514659,0.7941837084725639,0.43437224276306935
2,BASE,NA,NA,0.6765498652291105,0.6765498652291105,0.6765498652291105,0.6765498652291105,0.5,0.5,0.5336927223719676,0.5336927223719676,0.6294651817966896,0.6294651817966896,0.0,0.3634218921558155
,Oversample,Oversample Run Time,Oversample Paramaters,ROC Accuracy for Gradient Boosting,Balanced Test Accuracy for Gradient Boosting,ROC Accuracy for Random Forests,Balanced Test Accuracy for Random Forests,ROC Accuracy for Logistic Regression,Balanced Test Accuracy for Logistic Regression,ROC Accuracy for K Nearest Neighbours,Balanced Test Accuracy for K Nearest Neighbours,Geometric Mean Score for Gradient Boosting,Geometric Mean Score for Random Forest,Geometric Mean Score for Logestic Regression,Geometric Mean Score for K Neighbors
0,AIS,54.794716596603394,"MinChange = 0.005, LOF=True",0.5343698854337151,0.5343698854337152,0.5556464811783961,0.5556464811783961,0.5556464811783961,0.5556464811783961,0.527823240589198,0.527823240589198,0.3751704468066741,0.3837961815881402,0.3837961815881402,0.27438370161499687
1,SMOTE,0.00701904296875,NA,0.5646481178396073,0.5646481178396072,0.6031096563011458,0.6031096563011457,0.5499181669394436,0.5499181669394435,0.5924713584288053,0.5924713584288053,0.5351782057853504,0.5862583511875564,0.542769765188955,0.5778225394274409
2,BASE,NA,NA,0.5450081833060556,0.5450081833060556,0.5556464811783961,0.5556464811783961,0.5384615384615384,0.5384615384615384,0.5662847790507364,0.5662847790507365,0.37950782149960766,0.3837961815881402,0.2773500981126146,0.38803715211806106
,Oversample,Oversample Run Time,Oversample Paramaters,ROC Accuracy for Gradient Boosting,Balanced Test Accuracy for Gradient Boosting,ROC Accuracy for Random Forests,Balanced Test Accuracy for Random Forests,ROC Accuracy for Logistic Regression,Balanced Test Accuracy for Logistic Regression,ROC Accuracy for K Nearest Neighbours,Balanced Test Accuracy for K Nearest Neighbours,Geometric Mean Score for Gradient Boosting,Geometric Mean Score for Random Forest,Geometric Mean Score for Logestic Regression,Geometric Mean Score for K Neighbors
0,AIS,50.25539779663086,"MinChange = 0.005, LOF=True",0.7120383036935706,0.7120383036935705,0.7058823529411764,0.7058823529411764,0.6655266757865937,0.6655266757865936,0.6238030095759234,0.6238030095759234,0.6698510359749523,0.6416889479197478,0.6363369866681609,0.5295637416760592
1,SMOTE,0.005248546600341797,NA,0.7243502051983585,0.7243502051983584,0.7482900136798906,0.7482900136798906,0.5027359781121752,0.5027359781121751,0.6251709986320109,0.6251709986320109,0.7114463793936926,0.7470873676376284,0.5017070722245297,0.617793611692794
2,BASE,NA,NA,0.66484268125855,0.66484268125855,0.7004103967168263,0.7004103967168263,0.5588235294117647,0.5588235294117647,0.6176470588235294,0.6176470588235294,0.5871398829359686,0.6616316935788493,0.3429971702850177,0.48507125007266594
,Oversample,Oversample Run Time,Oversample Paramaters,ROC Accuracy for Gradient Boosting,Balanced Test Accuracy for Gradient Boosting,ROC Accuracy for Random Forests,Balanced Test Accuracy for Random Forests,ROC Accuracy for Logistic Regression,Balanced Test Accuracy for Logistic Regression,ROC Accuracy for K Nearest Neighbours,Balanced Test Accuracy for K Nearest Neighbours,Geometric Mean Score for Gradient Boosting,Geometric Mean Score for Random Forest,Geometric Mean Score for Logestic Regression,Geometric Mean Score for K Neighbors
